1651521591,Tue,2022,05,03,05,59,51,AEST,-37.776784,144.828786,7.820996,garbo01
1651521592,Tue,2022,05,03,05,59,52,AEST,-37.776813,144.828781,11.232380,garbo01
1651521593,Tue,2022,05,03,05,59,53,AEST,-37.776834,144.828776,14.675248,garbo01
1651521594,Tue,2022,05,03,05,59,54,AEST,-37.776866,144.828768,16.192036,garbo01
1651521595,Tue,2022,05,03,05,59,55,AEST,-37.776917,144.828756,21.699884,garbo01
1651521596,Tue,2022,05,03,05,59,56,AEST,-37.776983,144.828736,25.357584,garbo01
1651521597,Tue,2022,05,03,05,59,57,AEST,-37.777041,144.828725,25.779840,garbo01
1651521598,Tue,2022,05,03,05,59,58,AEST,-37.777096,144.828721,26.216912,garbo01
1651521599,Tue,2022,05,03,05,59,59,AEST,-37.777156,144.828709,24.146376,garbo01
1651521600,Tue,2022,05,03,06,00,00,AEST,-37.777221,144.828688,25.983560,garbo01
1651521601,Tue,2022,05,03,06,00,01,AEST,-37.777282,144.828670,29.604220,garbo01
1651521602,Tue,2022,05,03,06,00,02,AEST,-37.777353,144.828654,33.932344,garbo01
1651521603,Tue,2022,05,03,06,00,03,AEST,-37.777441,144.828640,37.569672,garbo01
1651521604,Tue,2022,05,03,06,00,04,AEST,-37.777532,144.828619,41.525544,garbo01
1651521605,Tue,2022,05,03,06,00,05,AEST,-37.777644,144.828608,44.327620,garbo01
1651521606,Tue,2022,05,03,06,00,06,AEST,-37.777749,144.828598,46.170360,garbo01
1651521607,Tue,2022,05,03,06,00,07,AEST,-37.777852,144.828586,45.503640,garbo01
1651521608,Tue,2022,05,03,06,00,08,AEST,-37.777970,144.828587,45.903672,garbo01
1651521609,Tue,2022,05,03,06,00,09,AEST,-37.778090,144.828603,45.698100,garbo01
1651521610,Tue,2022,05,03,06,00,10,AEST,-37.778200,144.828602,44.446148,garbo01
1651521611,Tue,2022,05,03,06,00,11,AEST,-37.778313,144.828592,45.109164,garbo01
1651521612,Tue,2022,05,03,06,00,12,AEST,-37.778424,144.828577,46.348152,garbo01
1651521613,Tue,2022,05,03,06,00,13,AEST,-37.778529,144.828555,46.903752,garbo01
1651521614,Tue,2022,05,03,06,00,14,AEST,-37.778647,144.828531,48.305716,garbo01
1651521615,Tue,2022,05,03,06,00,15,AEST,-37.778769,144.828510,49.320612,garbo01
1651521616,Tue,2022,05,03,06,00,16,AEST,-37.778894,144.828488,49.648416,garbo01
1651521617,Tue,2022,05,03,06,00,17,AEST,-37.779016,144.828470,49.398396,garbo01
1651521618,Tue,2022,05,03,06,00,18,AEST,-37.779138,144.828458,49.826208,garbo01
1651521619,Tue,2022,05,03,06,00,19,AEST,-37.779270,144.828443,50.911480,garbo01
1651521620,Tue,2022,05,03,06,00,20,AEST,-37.779395,144.828438,52.056016,garbo01
1651521621,Tue,2022,05,03,06,00,21,AEST,-37.779519,144.828429,51.644872,garbo01
1651521622,Tue,2022,05,03,06,00,22,AEST,-37.779645,144.828415,51.405964,garbo01
1651521623,Tue,2022,05,03,06,00,23,AEST,-37.779774,144.828388,52.428268,garbo01
1651521624,Tue,2022,05,03,06,00,24,AEST,-37.779908,144.828360,51.994900,garbo01
1651521625,Tue,2022,05,03,06,00,25,AEST,-37.780041,144.828328,53.419088,garbo01
1651521626,Tue,2022,05,03,06,00,26,AEST,-37.780187,144.828289,56.363768,garbo01
1651521627,Tue,2022,05,03,06,00,27,AEST,-37.780329,144.828254,56.406364,garbo01
1651521628,Tue,2022,05,03,06,00,28,AEST,-37.780465,144.828215,55.247012,garbo01
1651521629,Tue,2022,05,03,06,00,29,AEST,-37.780597,144.828173,53.619104,garbo01
1651521630,Tue,2022,05,03,06,00,30,AEST,-37.780720,144.828144,52.841264,garbo01
1651521631,Tue,2022,05,03,06,00,31,AEST,-37.780860,144.828118,52.867192,garbo01
1651521632,Tue,2022,05,03,06,00,32,AEST,-37.781007,144.828092,54.167296,garbo01
1651521633,Tue,2022,05,03,06,00,33,AEST,-37.781155,144.828072,55.582224,garbo01
1651521634,Tue,2022,05,03,06,00,34,AEST,-37.781291,144.828047,57.299028,garbo01
1651521635,Tue,2022,05,03,06,00,35,AEST,-37.781449,144.828034,58.271328,garbo01
1651521636,Tue,2022,05,03,06,00,36,AEST,-37.781600,144.828018,58.076868,garbo01
1651521637,Tue,2022,05,03,06,00,37,AEST,-37.781757,144.828025,59.747372,garbo01
1651521639,Tue,2022,05,03,06,00,39,AEST,-37.782071,144.828020,60.404832,garbo01
1651521640,Tue,2022,05,03,06,00,40,AEST,-37.782227,144.828004,60.867832,garbo01
1651521641,Tue,2022,05,03,06,00,41,AEST,-37.782373,144.827975,59.849232,garbo01
1651521642,Tue,2022,05,03,06,00,42,AEST,-37.782508,144.827940,57.712024,garbo01
1651521643,Tue,2022,05,03,06,00,43,AEST,-37.782638,144.827913,55.956328,garbo01
1651521644,Tue,2022,05,03,06,00,44,AEST,-37.782741,144.827893,51.448560,garbo01
1651521645,Tue,2022,05,03,06,00,45,AEST,-37.782865,144.827861,51.094828,garbo01
1651521646,Tue,2022,05,03,06,00,46,AEST,-37.782997,144.827827,51.491156,garbo01
1651521647,Tue,2022,05,03,06,00,47,AEST,-37.783131,144.827809,51.707840,garbo01
1651521648,Tue,2022,05,03,06,00,48,AEST,-37.783266,144.827784,52.524572,garbo01
1651521649,Tue,2022,05,03,06,00,49,AEST,-37.783407,144.827756,54.043212,garbo01
1651521650,Tue,2022,05,03,06,00,50,AEST,-37.783545,144.827740,54.654372,garbo01
1651521651,Tue,2022,05,03,06,00,51,AEST,-37.783678,144.827720,54.406204,garbo01
1651521652,Tue,2022,05,03,06,00,52,AEST,-37.783815,144.827698,54.256192,garbo01
1651521653,Tue,2022,05,03,06,00,53,AEST,-37.783954,144.827675,54.439540,garbo01
1651521654,Tue,2022,05,03,06,00,54,AEST,-37.784093,144.827654,54.535844,garbo01
